62.193.108.153:1976
179.43.8.16:8088
114.4.233.34:8080
154.236.191.44:1981
103.29.91.38:32650
50.201.51.216:8080
66.70.197.196:8050
93.185.74.214:8088
85.172.0.30:8080
187.44.167.78:60786
24.192.227.234:8080
38.9.141.79:8080
45.175.179.226:8080
110.12.211.140:80
202.154.18.85:8088
188.166.213.190:4444
139.255.61.166:443
103.126.173.73:8080
103.74.147.10:80
62.201.218.82:8080
82.147.118.164:8080
98.96.174.54:8118
137.184.100.135:80
51.79.50.46:9300
80.48.119.28:8080
1.224.3.122:3888
139.99.237.62:80
190.61.88.147:8080
20.121.242.93:3128
1.36.197.118:80
182.72.203.243:80
167.99.174.59:80
156.38.112.11:80
173.82.140.16:80
18.163.96.231:80
188.170.57.100:8082
152.67.75.1:80
165.154.224.14:80
103.151.41.7:80
113.161.131.43:80
45.62.167.249:80
165.154.236.174:80
5.161.41.17:80
138.117.219.108:80
185.135.157.89:8080
109.254.67.104:9090
91.205.196.190:8080
5.78.82.39:8080
5.78.67.59:8080
103.76.12.42:8181
78.29.36.210:9080
181.10.204.85:999
91.107.235.240:8080
161.132.125.244:8080
147.135.41.113:3128
147.135.41.114:3128
62.171.182.145:3128
181.31.225.234:3128
103.145.113.78:80
103.77.60.14:80
103.117.192.14:80
103.118.78.194:80
103.66.168.20:80
5.78.74.146:8080
103.49.202.252:80
154.236.191.52:1981
64.225.111.122:3128
62.193.108.146:1981
102.182.121.115:8080
78.47.128.252:8080
103.150.18.218:80
193.190.127.247:3128
190.186.18.177:999
5.78.69.176:8080
177.130.104.58:33333
62.3.30.25:8080
219.79.86.135:8080
181.191.94.126:8999
177.126.129.43:8080
159.223.93.121:3128
186.97.102.66:999
5.78.44.143:8080
36.89.214.21:4480
103.18.46.194:32650
103.36.11.1:8181
185.74.6.249:8080
168.227.11.56:8080
118.107.44.181:80
178.54.21.203:8081
103.76.201.90:8080
154.236.191.43:1981
186.251.123.101:8080
77.89.35.50:8080
91.241.217.58:9090
41.65.236.57:1976
89.162.196.78:8081
12.88.29.66:9080
195.181.241.184:3128
200.188.151.212:8080
152.32.243.206:3128
103.214.77.126:5000
110.78.112.198:8080
200.123.29.39:3128
149.102.132.174:8080
82.204.150.190:3129
5.78.72.167:8080
103.77.51.97:80
175.106.10.164:8089
103.168.44.41:9191
116.197.130.31:4995
202.46.65.170:8080
91.107.211.49:8080
103.148.233.50:8080
36.95.227.4:8080
113.160.208.169:19132
208.79.8.81:9080
182.253.181.10:8080
202.180.20.66:8080
5.78.104.108:8080
162.218.120.131:8888
45.71.185.242:999
103.168.44.114:8080
203.161.53.111:3128
186.3.85.136:999
201.131.103.234:999
45.224.148.116:999
5.78.76.50:8080
14.140.131.82:3128
103.146.170.252:83
103.130.70.226:83
103.149.194.118:32650
41.65.227.115:1976
41.33.66.233:1981
47.91.45.198:8888
41.234.60.66:8080
103.160.207.49:32650
80.249.112.162:80
103.248.123.78:3128
2.138.28.204:3128
47.74.34.81:1111
95.216.194.12:8080
188.132.222.6:8080
197.232.36.85:41890
5.78.100.184:8080
103.118.46.174:8080
101.79.15.198:80
5.78.83.94:8080
60.246.156.193:80
200.110.105.65:999
5.161.186.99:3128
